attackName(TM/HM),pokemonName
Rock Tomb,Kabutops
Aerial Ace,Kabutops
Facade,Kabutops
Rest,Kabutops
Attract,Kabutops
Thief,Kabutops
Round,Kabutops
Scald,Kabutops
Giga Impact,Kabutops
Rock Polish,Kabutops
Stone Edge,Kabutops
Swords Dance,Kabutops
Rock Slide,Kabutops
X-Scissor,Kabutops
Swagger,Kabutops
Sleep Talk,Kabutops
Substitute,Kabutops
Rock SmashXY,Kabutops
Secret PowerORAS,Kabutops
Nature Power,Kabutops
Confide,Kabutops
Cut,Kabutops
Surf,Kabutops
Waterfall,Kabutops
Rock SmashORAS,Kabutops
DiveORAS,Kabutops
Hone Claws,Aerodactyl
Dragon Claw,Aerodactyl
Roar,Aerodactyl
Toxic,Aerodactyl
Hidden Power,Aerodactyl
Sunny Day,Aerodactyl
Taunt,Aerodactyl
Hyper Beam,Aerodactyl
Protect,Aerodactyl
Rain Dance,Aerodactyl
Roost,Aerodactyl
Frustration,Aerodactyl
Smack Down,Aerodactyl
Earthquake,Aerodactyl
Return,Aerodactyl
Double Team,Aerodactyl
Flamethrower,Aerodactyl
Sandstorm,Aerodactyl
Fire Blast,Aerodactyl
Rock Tomb,Aerodactyl
Aerial Ace,Aerodactyl
Torment,Aerodactyl
Facade,Aerodactyl
Rest,Aerodactyl
Attract,Aerodactyl
Thief,Aerodactyl
Round,Aerodactyl
Steel Wing,Aerodactyl
Sky Drop,Aerodactyl
Incinerate,Aerodactyl
Payback,Aerodactyl
Giga Impact,Aerodactyl
Rock Polish,Aerodactyl
Stone Edge,Aerodactyl
Bulldoze,Aerodactyl
Rock Slide,Aerodactyl
Swagger,Aerodactyl
Sleep Talk,Aerodactyl
Substitute,Aerodactyl
Rock SmashXY,Aerodactyl
Secret PowerORAS,Aerodactyl
Confide,Aerodactyl
Fly,Aerodactyl
Strength,Aerodactyl
Rock SmashORAS,Aerodactyl
Toxic,Snorlax
Hidden Power,Snorlax
Sunny Day,Snorlax
Ice Beam,Snorlax
Blizzard,Snorlax
Hyper Beam,Snorlax
Protect,Snorlax
Rain Dance,Snorlax
Frustration,Snorlax
Solar Beam,Snorlax
Smack Down,Snorlax
Thunderbolt,Snorlax
Thunder,Snorlax
Earthquake,Snorlax
Return,Snorlax
Psychic,Snorlax
Shadow Ball,Snorlax
Brick Break,Snorlax
Double Team,Snorlax
Flamethrower,Snorlax
Sandstorm,Snorlax
Fire Blast,Snorlax
Rock Tomb,Snorlax
Facade,Snorlax
Rest,Snorlax
Attract,Snorlax
Round,Snorlax
Focus Blast,Snorlax
Fling,Snorlax
Incinerate,Snorlax
Retaliate,Snorlax
Giga Impact,Snorlax
Bulldoze,Snorlax
Rock Slide,Snorlax
Swagger,Snorlax
Sleep Talk,Snorlax
Substitute,Snorlax
Wild Charge,Snorlax
Rock SmashXY,Snorlax
Secret PowerORAS,Snorlax
Power-Up Punch,Snorlax
Confide,Snorlax
Surf,Snorlax
Strength,Snorlax
Rock SmashORAS,Snorlax
Roar,Articuno
Toxic,Articuno
Hail,Articuno
Hidden Power,Articuno
Sunny Day,Articuno
Ice Beam,Articuno
Blizzard,Articuno
Hyper Beam,Articuno
Protect,Articuno
Rain Dance,Articuno
Roost,Articuno
Frustration,Articuno
Return,Articuno
Double Team,Articuno
Reflect,Articuno
Sandstorm,Articuno
Aerial Ace,Articuno
Facade,Articuno
Rest,Articuno
Round,Articuno
Steel Wing,Articuno
Sky Drop,Articuno
Giga Impact,Articuno
Frost Breath,Articuno
Swagger,Articuno
Sleep Talk,Articuno
U-turn,Articuno
Substitute,Articuno
Rock SmashXY,Articuno
Secret PowerORAS,Articuno
Confide,Articuno
Fly,Articuno
Rock SmashORAS,Articuno
Roar,Zapdos
Toxic,Zapdos
Hidden Power,Zapdos
Sunny Day,Zapdos
Hyper Beam,Zapdos
Light Screen,Zapdos
Protect,Zapdos
Rain Dance,Zapdos
Roost,Zapdos
Frustration,Zapdos
Thunderbolt,Zapdos
Thunder,Zapdos
Return,Zapdos
Double Team,Zapdos
Sandstorm,Zapdos
Aerial Ace,Zapdos
Facade,Zapdos
Rest,Zapdos
Round,Zapdos
Steel Wing,Zapdos
Charge Beam,Zapdos
Sky Drop,Zapdos
Giga Impact,Zapdos
Flash,Zapdos
Volt Switch,Zapdos
Thunder Wave,Zapdos
Swagger,Zapdos
Sleep Talk,Zapdos
U-turn,Zapdos
Substitute,Zapdos
Wild Charge,Zapdos
Rock SmashXY,Zapdos
Secret PowerORAS,Zapdos
Confide,Zapdos
Fly,Zapdos
Rock SmashORAS,Zapdos
Roar,Moltres
Toxic,Moltres
Hidden Power,Moltres
Sunny Day,Moltres
Hyper Beam,Moltres
Protect,Moltres
Rain Dance,Moltres
Roost,Moltres
Safeguard,Moltres
Frustration,Moltres
Solar Beam,Moltres
Return,Moltres
Double Team,Moltres
Flamethrower,Moltres
Sandstorm,Moltres
Fire Blast,Moltres
Aerial Ace,Moltres
Facade,Moltres
Flame Charge,Moltres
Rest,Moltres
Round,Moltres
Overheat,Moltres
Steel Wing,Moltres
Sky Drop,Moltres
Incinerate,Moltres
Will-O-Wisp,Moltres
Giga Impact,Moltres
Swagger,Moltres
Sleep Talk,Moltres
U-turn,Moltres
Substitute,Moltres
Rock SmashXY,Moltres
Secret PowerORAS,Moltres
Confide,Moltres
Fly,Moltres
Rock SmashORAS,Moltres
Toxic,Dratini
Hail,Dratini
Hidden Power,Dratini
Sunny Day,Dratini
Ice Beam,Dratini
Blizzard,Dratini
Hyper Beam,Dratini
Light Screen,Dratini
Protect,Dratini
Rain Dance,Dratini
Safeguard,Dratini
Frustration,Dratini
Thunderbolt,Dratini
Thunder,Dratini
Return,Dratini
Double Team,Dratini
Flamethrower,Dratini
Fire Blast,Dratini
Facade,Dratini
Rest,Dratini
Attract,Dratini
Round,Dratini
Incinerate,Dratini
Thunder Wave,Dratini
Dragon Tail,Dratini
Swagger,Dratini
Sleep Talk,Dratini
Substitute,Dratini
Secret PowerORAS,Dratini
Confide,Dratini
Surf,Dratini
Waterfall,Dratini
Toxic,Dragonair
Hail,Dragonair
Hidden Power,Dragonair
Sunny Day,Dragonair
Ice Beam,Dragonair
Blizzard,Dragonair
Hyper Beam,Dragonair
Light Screen,Dragonair
Protect,Dragonair
Rain Dance,Dragonair
Safeguard,Dragonair
Frustration,Dragonair
Thunderbolt,Dragonair
Thunder,Dragonair
Return,Dragonair
Double Team,Dragonair
Flamethrower,Dragonair
Fire Blast,Dragonair
Facade,Dragonair
Rest,Dragonair
Attract,Dragonair
Round,Dragonair
Incinerate,Dragonair
Thunder Wave,Dragonair
Dragon Tail,Dragonair
Swagger,Dragonair
Sleep Talk,Dragonair
Substitute,Dragonair
Secret PowerORAS,Dragonair
Confide,Dragonair
Surf,Dragonair
Waterfall,Dragonair
Hone Claws,Dragonite
Dragon Claw,Dragonite
Roar,Dragonite
Toxic,Dragonite
Hail,Dragonite
Hidden Power,Dragonite
Sunny Day,Dragonite
Ice Beam,Dragonite
Blizzard,Dragonite
Hyper Beam,Dragonite
Light Screen,Dragonite
Protect,Dragonite
Rain Dance,Dragonite
Roost,Dragonite
Safeguard,Dragonite
Frustration,Dragonite
Thunderbolt,Dragonite
Thunder,Dragonite
Earthquake,Dragonite
Return,Dragonite
Brick Break,Dragonite
Double Team,Dragonite
Flamethrower,Dragonite
Sandstorm,Dragonite
Fire Blast,Dragonite
Rock Tomb,Dragonite
Aerial Ace,Dragonite
Facade,Dragonite
Rest,Dragonite
Attract,Dragonite
Round,Dragonite
Steel Wing,Dragonite
Focus Blast,Dragonite
Fling,Dragonite
Sky Drop,Dragonite
Incinerate,Dragonite
Giga Impact,Dragonite
Stone Edge,Dragonite
Thunder Wave,Dragonite
Bulldoze,Dragonite
Rock Slide,Dragonite
Dragon Tail,Dragonite
Swagger,Dragonite
Sleep Talk,Dragonite
Substitute,Dragonite
Rock SmashXY,Dragonite
Secret PowerORAS,Dragonite
Power-Up Punch,Dragonite
Confide,Dragonite
Cut,Dragonite
Fly,Dragonite
Surf,Dragonite
Strength,Dragonite
Waterfall,Dragonite
Rock SmashORAS,Dragonite
DiveORAS,Dragonite
Psyshock,Mewtwo
Calm Mind,Mewtwo
Toxic,Mewtwo
Hail,Mewtwo
Bulk Up,Mewtwo
Hidden Power,Mewtwo
Sunny Day,Mewtwo
Taunt,Mewtwo
Ice Beam,Mewtwo
Blizzard,Mewtwo
Hyper Beam,Mewtwo
Light Screen,Mewtwo
Protect,Mewtwo
Rain Dance,Mewtwo
Safeguard,Mewtwo
Frustration,Mewtwo
Solar Beam,Mewtwo
Thunderbolt,Mewtwo
Thunder,Mewtwo
Earthquake,Mewtwo
Return,Mewtwo
Psychic,Mewtwo
Shadow Ball,Mewtwo
Brick Break,Mewtwo
Double Team,Mewtwo
Reflect,Mewtwo
Flamethrower,Mewtwo
Sandstorm,Mewtwo
Fire Blast,Mewtwo
Rock Tomb,Mewtwo
Aerial Ace,Mewtwo
Torment,Mewtwo
Facade,Mewtwo
Rest,Mewtwo
Low Sweep,Mewtwo
Round,Mewtwo
Focus Blast,Mewtwo
Energy Ball,Mewtwo
Fling,Mewtwo
Charge Beam,Mewtwo
Incinerate,Mewtwo
Will-O-Wisp,Mewtwo
Embargo,Mewtwo
Giga Impact,Mewtwo
Flash,Mewtwo
Stone Edge,Mewtwo
Thunder Wave,Mewtwo
Psych Up,Mewtwo
Bulldoze,Mewtwo
Rock Slide,Mewtwo
Poison Jab,Mewtwo
Dream Eater,Mewtwo
Grass Knot,Mewtwo
Swagger,Mewtwo
Sleep Talk,Mewtwo
Substitute,Mewtwo
Trick Room,Mewtwo
Rock SmashXY,Mewtwo
Secret PowerORAS,Mewtwo
Power-Up Punch,Mewtwo
Confide,Mewtwo
Strength,Mewtwo
Rock SmashORAS,Mewtwo
DiveORAS,Mewtwo
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
,Mew
Tackle,Ledyba
Growl,Ledyba
Leech Seed,Ledyba
Vine Whip,Ledian
Poison Powder,Ledian
Sleep Powder,Ledian
Take Down,Crobat
Razor Leaf,Crobat
Sweet Scent,Crobat
Growth,Pichu
Double-Edge,Pichu
Worry Seed,Pichu
Synthesis,Cleffa
Seed Bomb,Cleffa
Solar Beam,Cleffa
Petal Dance,Igglybuff
Petal Blizzard,Igglybuff
Scratch,Igglybuff
Ember,Sunkern
Smokescreen,Sunkern
Dragon Rage,Sunkern
Scary Face,Sunflora
Fire Fang,Sunflora
Flame Burst,Sunflora
Slash,Wobbuffet
Flamethrower,Wobbuffet
Fire Spin,Wobbuffet
Inferno,Girafarig
Flare Blitz,Girafarig
Heat Wave,Girafarig
Dragon Claw,Steelix
Shadow Claw,Steelix
Air Slash,Steelix
Wing Attack,Scizor
Tail Whip,Scizor
Water Gun,Scizor
Withdraw,Heracross
Bubble,Heracross
Bite,Heracross
Rapid Spin,Sneasel
Protect,Sneasel
Water Pulse,Sneasel
Aqua Tail,Skarmory
Skull Bash,Skarmory
Iron Defense,Skarmory
Rain Dance,Houndour
Hydro Pump,Houndour
Flash Cannon,Houndour
String Shot,Houndoom
Bug Bite,Houndoom
Harden,Houndoom
Confusion,Kingdra
Stun Spore,Kingdra
Gust,Kingdra
Supersonic,Porygon2
Whirlwind,Porygon2
Psybeam,Porygon2
Silver Wind,Tyrogue
Tailwind,Tyrogue
Rage Powder,Tyrogue
Safeguard,Smoochum
Captivate,Smoochum
Bug Buzz,Smoochum
Quiver Dance,Elekid
Poison Sting,Elekid
Fury Attack,Elekid
Focus Energy,Magby
Twineedle,Magby
Rage,Magby
Pursuit,Blissey
Toxic Spikes,Blissey
Pin Missile,Blissey
Agility,Mudkip
Assurance,Mudkip
Poison Jab,Mudkip
Endeavor,Marshtomp
Fell Stinger,Marshtomp
Sand Attack,Marshtomp
Quick Attack,Swampert
Twister,Swampert
Feather Dance,Swampert
Roost,Wurmple
Mirror Move,Wurmple
Hurricane,Wurmple
Normal,Silcoon
Ground,Silcoon
Flying,Silcoon
Dragon,Beautifly
Psychic,Beautifly
Hyper Fang,Beautifly
Sucker Punch,Seedot
Crunch,Seedot
Super Fang,Seedot
Swords Dance,Nuzleaf
Peck,Nuzleaf
Leer,Nuzleaf
Aerial Ace,Shiftry
Drill Peck,Shiftry
Drill Run,Shiftry
Pluck,Wingull
Wrap,Wingull
Glare,Wingull
Screech,Pelipper
Acid,Pelipper
Stockpile,Pelipper
Swallow,Slakoth
Spit Up,Slakoth
Acid Spray,Slakoth
Mud Bomb,Vigoroth
Gastro Acid,Vigoroth
Belch,Vigoroth
Haze,Slaking
Coil,Slaking
Gunk Shot,Slaking
Ice Fang,Skitty
Thunder Fang,Skitty
Thunder Shock,Skitty
Play Nice,Delcatty
Electro Ball,Delcatty
Thunder Wave,Delcatty
Feint,Manectric
Double Team,Manectric
Spark,Manectric
Nuzzle,Volbeat
Discharge,Volbeat
Slam,Volbeat
Thunderbolt,Sharpedo
Wild Charge,Sharpedo
Light Screen,Sharpedo
Thunder,Wailmer
Defense Curl,Wailmer
Rollout,Wailmer
Fury Cutter,Camerupt
Magnitude,Camerupt
Swift,Camerupt
Fury Swipes,Grumpig
Sand Tomb,Grumpig
Dig,Grumpig
Gyro Ball,Cacturne
Sandstorm,Cacturne
Earthquake,Cacturne
Crush Claw,Swablu
Double Kick,Swablu
Helping Hand,Swablu
Flatter,Seviper
Poison Fang,Seviper
Superpower,Seviper
Chip Away,Armaldo
Body Slam,Armaldo
Earth Power,Armaldo
Horn Attack,Feebas
Horn Drill,Feebas
Megahorn,Feebas
Thrash,Absol
After You,Absol
Healing Wish,Absol
Disarming Voice,Deoxys
Pound,Deoxys
Encore,Deoxys
Sing,Turtwig
Double Slap,Turtwig
Follow Me,Turtwig
Bestow,Grotle
Wake-Up Slap,Grotle
Minimize,Grotle
Stored Power,Torterra
Metronome,Torterra
Cosmic Power,Torterra
Lucky Chant,Chimchar
Moonlight,Chimchar
Moonblast,Chimchar
Gravity,Monferno
Meteor Mash,Monferno
Roar,Monferno
Baby-Doll Eyes,Honchkrow
Confuse Ray,Honchkrow
Payback,Honchkrow
Will-O-Wisp,Glameow
Feint Attack,Glameow
Hex,Glameow
Extrasensory,Bonsly
Imprison,Bonsly
Fire Blast,Bonsly
Grudge,Mime Jr.
Nasty Plot,Mime Jr.
Disable,Mime Jr.
Round,Happiny
Rest,Happiny
Mimic,Happiny
